un,name
UN0442,CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur
UN0443,CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur
UN0444,CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur
UN0445,CHARGES EXPLOSIVES INDUSTRIELLES sans détonateur
UN0446,DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES
UN0447,DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES
UN0448,ACIDE MERCAPTO-5 TÉTRAZOL-1-ACÉTIQUE
UN0449,TORPILLES À COMBUSTIBLE LIQUIDE avec ou sans charge d’éclatement
UN0450,TORPILLES À COMBUSTIBLE LIQUIDE avec tête inerte
UN0451,TORPILLES avec charge d’éclatement
UN0452,GRENADES D’EXERCICE à main ou à fusil
UN0453,ROQUETTES LANCE-AMARRES
UN0454,"ALLUMEURS;
ou
INFLAMMATEURS"
UN0455,DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES
UN0456,DÉTONATEURS de mine (de sautage) ÉLECTRIQUES
UN0457,CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE
UN0458,CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE
UN0459,CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE
UN0460,CHARGES D’ÉCLATEMENT À LIANT PLASTIQUE
UN0461,"COMPOSANTS DE CHAÎNE PYROTECHNIQUE, N.S.A."
UN0462,"OBJETS EXPLOSIFS, N.S.A."
UN0463,"OBJETS EXPLOSIFS, N.S.A."
UN0464,"OBJETS EXPLOSIFS, N.S.A."
UN0465,"OBJETS EXPLOSIFS, N.S.A."
UN0466,"OBJETS EXPLOSIFS, N.S.A."
UN0467,"OBJETS EXPLOSIFS, N.S.A."
UN0468,"OBJETS EXPLOSIFS, N.S.A."
UN0469,"OBJETS EXPLOSIFS, N.S.A."
UN0470,"OBJETS EXPLOSIFS, N.S.A."
UN0471,"OBJETS EXPLOSIFS, N.S.A."
UN0472,"OBJETS EXPLOSIFS, N.S.A."
UN0473,"MATIÈRES EXPLOSIVES, N.S.A."
UN0474,"MATIÈRES EXPLOSIVES, N.S.A."
UN0475,"MATIÈRES EXPLOSIVES, N.S.A."
UN0476,"MATIÈRES EXPLOSIVES, N.S.A."
UN0477,"MATIÈRES EXPLOSIVES, N.S.A."
UN0478,"MATIÈRES EXPLOSIVES, N.S.A."
UN0479,"MATIÈRES EXPLOSIVES, N.S.A."
UN0480,"MATIÈRES EXPLOSIVES, N.S.A."
UN0481,"MATIÈRES EXPLOSIVES, N.S.A."
UN0482,"MATIÈRES ETPS, N.S.A.;
ou
MATIÈRES EXPLOSIVES TRÈS PEU SENSIBLES, N.S.A."
UN0483,"CYCLONITE DÉSENSIBILISÉE;
CYCLOTRIMÉTHYLÈNETRINITRAMINE DÉSENSIBILISÉE;
HEXOGÈNE DÉSENSIBILISÉ;
ou
RDX DÉSENSIBILISÉ"
UN0484,"CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE, DÉSENSIBILISÉE;
HMX, DÉSENSIBILISÉ;
ou
OCTOGÈNE, DÉSENSIBILISÉ"
UN0485,"MATIÈRES EXPLOSIVES, N.S.A."
UN0486,"OBJETS EEPS;
ou
OBJETS EXPLOSIFS EXTRÊMEMENT PEU SENSIBLES"
UN0487,SIGNAUX FUMIGÈNES
UN0488,MUNITIONS D’EXERCICE
UN0489,"DINGU;
ou
DINITROGLYCOLURILE"
UN0490,"ONTA;
ou
OXYNITROTRIAZOLONE"
UN0491,CHARGES PROPULSIVES
UN0492,PÉTARDS DE CHEMIN DE FER
UN0493,PÉTARDS DE CHEMIN DE FER
UN0494,"PERFORATEURS À CHARGE CREUSE pour puits de pétrole, sans détonateur"
UN0495,PROPERGOL LIQUIDE
UN0496,OCTONAL
UN0497,PROPERGOL LIQUIDE
UN0498,PROPERGOL SOLIDE
UN0499,PROPERGOL SOLIDE
UN0500,ASSEMBLAGES DE DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES
UN0501,PROPERGOL SOLIDE
UN0502,ENGINS AUTOPROPULSÉS à tête inerte
UN0503,DISPOSITIFS PYROTECHNIQUES DE SÉCURITÉ
UN0504,1H-TÉTRAZOLE
UN0505,SIGNAUX DE DÉTRESSE de bâtiments
UN0506,SIGNAUX DE DÉTRESSE de bâtiments
UN0507,SIGNAUX FUMIGÈNES
UN0508,1-HYDROXYBENZOTRIAZOLE ANHYDRE sec ou humidifié avec moins de 20 % (masse) d’eau
UN0509,POUDRE SANS FUMÉE
UN0510,PROPULSEURS
UN1001,ACÉTYLÈNE DISSOUS
UN1002,"AIR COMPRIMÉ contenant au plus 23,5 % d’oxygène, par volume"
UN1003,AIR LIQUIDE RÉFRIGÉRÉ
UN1005,AMMONIAC ANHYDRE
UN1006,ARGON COMPRIMÉ
UN1008,TRIFLUORURE DE BORE
UN1009,"BROMOTRIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 13B1"
UN1010,"BUTADIÈNES STABILISÉS;
ou
BUTADIÈNES ET HYDROCARBURES EN MÉLANGE STABILISÉ, contenant plus de 40 % de butadiènes"
UN1011,BUTANE
UN1012,BUTYLÈNE
UN1013,DIOXYDE DE CARBONE
UN1016,MONOXYDE DE CARBONE COMPRIMÉ
UN1017,CHLORE
UN1018,"CHLORODIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 22"
UN1020,"CHLOROPENTAFLUORÉTHANE;
ou
GAZ RÉFRIGÉRANT R 115"
UN1021,"CHLORO-1 TÉTRAFLUORO-1,2,2,2 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 124"
UN1022,"CHLOROTRIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 13"
UN1023,GAZ DE HOUILLE COMPRIMÉ
UN1026,CYANOGÈNE
UN1027,CYCLOPROPANE
UN1028,"DICHLORODIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 12"
UN1029,"DICHLOROFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 21"
UN1030,"DIFLUORO-1,1 ÉTHANE;
ou
GAZ RÉFRIGÉRANT R 152a"
UN1032,DIMÉTHYLAMINE ANHYDRE
UN1033,ÉTHER MÉTHYLIQUE
UN1035,ÉTHANE
UN1036,ÉTHYLAMINE
UN1037,CHLORURE D’ÉTHYLE
UN1038,ÉTHYLÈNE LIQUIDE RÉFRIGÉRÉ
UN1039,ÉTHER MÉTHYLÉTHYLIQUE
UN1040,"OXYDE D’ÉTHYLÈNE;
ou
OXYDE D’ÉTHYLÈNE AVEC DE L’AZOTE sous pression maximale totale de 1 MPa (10 bar) à 50 °C"
UN1041,OXYDE D’ÉTHYLÈNE ET DIOXYDE DE CARBONE EN MÉLANGE contenant plus de 9 % mais pas plus de 87 % d’oxyde d’éthylène
UN1043,ENGRAIS EN SOLUTION contenant de l’ammoniac non combiné
UN1044,EXTINCTEURS avec un gaz comprimé ou liquéfié
UN1045,FLUOR COMPRIMÉ
UN1046,HÉLIUM COMPRIMÉ
UN1048,BROMURE D’HYDROGÈNE ANHYDRE
UN1049,HYDROGÈNE COMPRIMÉ
UN1050,CHLORURE D’HYDROGÈNE ANHYDRE
UN1051,"CYANURE D’HYDROGÈNE STABILISÉ, avec moins de 3 % d’eau"
UN1052,FLUORURE D’HYDROGÈNE ANHYDRE
UN1053,SULFURE D’HYDROGÈNE
UN1055,ISOBUTYLÈNE
UN1056,KRYPTON COMPRIMÉ
UN1057,"BRIQUETS contenant un gaz inflammable et satisfaisant les exigences des essais prévus au ;
ou
RECHARGES POUR BRIQUETS contenant un gaz inflammable et satisfaisant les exigences des essais prévus au "
UN1058,"GAZ LIQUÉFIÉS ininflammables, additionnés d’azote, de dioxyde de carbone ou d’air"
UN1060,MÉTHYLACÉTYLÈNE ET PROPADIÈNE EN MÉLANGE STABILISÉ
UN1061,MÉTHYLAMINE ANHYDRE
UN1062,BROMURE DE MÉTHYLE contenant au plus 2 % de chloropicrine
UN1063,"CHLORURE DE MÉTHYLE;
ou
GAZ RÉFRIGÉRANT R 40"
UN1064,MERCAPTAN MÉTHYLIQUE
UN1065,NÉON COMPRIMÉ
UN1066,AZOTE COMPRIMÉ
UN1067,"DIOXYDE D’AZOTE;
ou
TÉTROXYDE DE DIAZOTE"
UN1069,CHLORURE DE NITROSYLE
UN1070,PROTOXYDE D’AZOTE
UN1071,GAZ DE PÉTROLE COMPRIMÉ
UN1072,OXYGÈNE COMPRIMÉ
UN1073,OXYGÈNE LIQUIDE RÉFRIGÉRÉ
UN1075,"GAZ DE PÉTROLE LIQUÉFIÉS;
ou
GAZ LIQUÉFIÉS DE PÉTROLE"
UN1076,PHOSGÈNE
UN1077,PROPYLÈNE
UN1078,"GAZ FRIGORIFIQUE, N.S.A.;
ou
GAZ RÉFRIGÉRANT, N.S.A."
UN1079,DIOXYDE DE SOUFRE
UN1080,HEXAFLUORURE DE SOUFRE
UN1081,TÉTRAFLUORÉTHYLÈNE STABILISÉ
UN1082,"TRIFLUOROCHLORÉTHYLÈNE STABILISÉ;
ou
GAZ RÉRIGÉRANT R 1113"
UN1083,TRIMÉTHYLAMINE ANHYDRE
UN1085,BROMURE DE VINYLE STABILISÉ
UN1086,CHLORURE DE VINYLE STABILISÉ
UN1087,ÉTHER MÉTHYLVINYLIQUE STABILISÉ
UN1088,ACÉTAL
UN1089,ACÉTALDÉHYDE
UN1090,ACÉTONE
UN1091,HUILES D’ACÉTONE
UN1092,ACROLÉINE STABILISÉE
UN1093,ACRYLONITRILE STABILISÉ
UN1098,ALCOOL ALLYLIQUE
UN1099,BROMURE D’ALLYLE
UN1100,CHLORURE D’ALLYLE
UN1104,ACÉTATES D’AMYLE
UN1105,PENTANOLS
UN1106,AMYLAMINES
UN1107,CHLORURE D’AMYLE
UN1108,"n-AMYLÈNE;
ou
PENTÈNE-1"
UN1109,FORMIATES D’AMYLE
UN1110,n-AMYLMÉTHYLCÉTONE
UN1111,MERCAPTAN AMYLIQUE
UN1112,NITRATES D’AMYLE
UN1113,NITRITES D’AMYLE
UN1114,BENZÈNE
UN1120,BUTANOLS
UN1123,ACÉTATES DE BUTYLE
UN1125,n-BUTYLAMINE
UN1126,1-BROMOBUTANE
UN1127,CHLOROBUTANES
UN1128,nFORMIATE DE -BUTYLE
UN1129,BUTYRALDÉHYDE
UN1130,HUILE DE CAMPHRE
UN1131,DISULFURE DE CARBONE
UN1133,ADHÉSIFS contenant un liquide inflammable
UN1134,CHLOROBENZÈNE
UN1135,MONOCHLORHYDRINE DU GLYCOL
UN1136,"DISTILLATS DE GOUDRON DE HOUILLE, INFLAMMABLES"
UN1139,"SOLUTION D’ENROBAGE (traitements de surface ou enrobages utilisés dans l’industrie ou à d’autres fins, tels que sous-couche pour carrosserie de véhicule, revêtement pour fûts et tonneaux)"
UN1143,"ALDÉHYDE CROTONIQUE;
ALDÉHYDE CROTONIQUE STABILISÉ;
CROTONALDÉHYDE;
ou
CROTONALDÉHYDE STABILISÉ"
UN1144,CROTONYLÈNE
UN1145,CYCLOHEXANE
UN1146,CYCLOPENTANE
UN1147,DÉCAHYDRONAPHTALÈNE
UN1148,DIACÉTONE-ALCOOL
UN1149,ÉTHERS BUTYLIQUES
UN1150,"DICHLORO-1,2 ÉTHYLÈNE"
UN1152,DICHLOROPENTANES
UN1153,ÉTHER DIÉTHYLIQUE DE L’ÉTHYLÈNEGLYCOL
UN1154,DIÉTHYLAMINE
UN1155,"ÉTHER DIÉTHYLIQUE;
ou
ÉTHER ÉTHYLIQUE"
UN1156,DIÉTHYLCÉTONE
UN1157,DIISOBUTYLCÉTONE
UN1158,DIISOPROPYLAMINE
UN1159,ÉTHER ISOPROPYLIQUE
UN1160,DIMÉTHYLAMINE EN SOLUTION AQUEUSE
UN1161,CARBONATE DE MÉTHYLE
UN1162,DIMÉTHYLDICHLOROSILANE
UN1163,DIMÉTHYLHYDRAZINE ASYMÉTRIQUE
UN1164,SULFURE DE MÉTHYLE
UN1165,DIOXANNE
UN1166,DIOXOLANNE
UN1167,ÉTHER VINYLIQUE STABILISÉ
UN1169,EXTRAITS AROMATIQUES LIQUIDES
UN1170,"ALCOOL ÉTHYLIQUE contenant plus de 24 % d’éthanol, par volume;
ALCOOL ÉTHYLIQUE EN SOLUTION contenant plus de 24 % d’éthanol, par volume;
ÉTHANOL contenant plus de 24 % d’éthanol, par volume;
ou
ÉTHANOL EN SOLUTION contenant plus de 24 % d’éthanol, par volume"
UN1171,ÉTHER MONOÉTHYLIQUE DE L’ÉTHYLÈNEGLYCOL
UN1172,ACÉTATE DE L’ÉTHER MONOÉTHYLIQUE DE L’ÉTHYLÈNEGLYCOL
UN1173,ACÉTATE D’ÉTHYLE
UN1175,ÉTHYLBENZÈNE
UN1176,BORATE D’ÉTHYLE
UN1177,ACÉTATE DE 2-ÉTHYLBUTYLE
UN1178,ALDÉHYDE ÉTHYL-2 BUTYRIQUE
UN1179,ÉTHER ÉTHYLBUTYLIQUE
UN1180,BUTYRATE D’ÉTHYLE
UN1181,CHLORACÉTATE D’ÉTHYLE
UN1182,CHLOROFORMIATE D’ÉTHYLE
UN1183,ÉTHYLDICHLOROSILANE
UN1184,DICHLORURE D’ÉTHYLÈNE
UN1185,ÉTHYLÈNEIMINE STABILISÉE
UN1188,ÉTHER MONOMÉTHYLIQUE DE L’ÉTHYLÈNEGLYCOL
UN1189,ACÉTATE DE L’ÉTHER MONOMÉTHYLIQUE DE L’ÉTHYLÈNEGLYCOL
UN1190,FORMIATE D’ÉTHYLE
UN1191,ALDÉHYDES OCTYLIQUES
UN1192,LACTATE D’ÉTHYLE
UN1193,"ÉTHYLMÉTHYLCÉTONE;
ou
MÉTHYLÉTHYLCÉTONE"
UN1194,NITRITE D’ÉTHYLE EN SOLUTION
UN1195,PROPIONATE D’ÉTHYLE
UN1196,ÉTHYLTRICHLOROSILANE
UN1197,EXTRAITS LIQUIDES POUR AROMATISER
UN1198,FORMALDÉHYDE EN SOLUTION INFLAMMABLE
UN1199,FURALDÉHYDES
UN1201,HUILE DE FUSEL
UN1202,"DIESEL;
GAZOLE;
ou
HUILE DE CHAUFFE LÉGÈRE"
UN1203,ESSENCE
UN1204,NITROGLYCÉRINE EN SOLUTION ALCOOLIQUE avec au plus 1 % de nitroglycérine
UN1206,HEPTANES
UN1207,HEXALDÉHYDE
UN1208,HEXANES
UN1210,"ENCRES D’IMPRIMERIE, inflammables, contenant au plus 20 % (masse) de nitrocellulose, si la teneur en azote de la nitrocellulose ne dépasse pas 12,6 % (masse);
ou
MATIÈRES APPARENTÉES AUX ENCRES D’IMPRIMERIE (y compris solvants et diluants pour encres d’imprimerie), inflammables, avec au plus 20 % (masse) de nitrocellulose, si la teneur en azote de la nitrocellulose ne dépasse pas 12,6 % (masse)"
UN1212,"ALCOOL ISOBUTYLIQUE;
ou
ISOBUTANOL"
UN1213,ACÉTATE D’ISOBUTYLE
UN1214,ISOBUTYLAMINE
UN1216,ISOOCTÈNES
UN1218,ISOPRÈNE STABILISÉ
UN1219,"ALCOOL ISOPROPYLIQUE;
ou
ISOPROPANOL"
UN1220,ACÉTATE D’ISOPROPYLE
UN1221,ISOPROPYLAMINE
UN1222,NITRATE D’ISOPROPYLE
UN1223,KÉROSÈNE
UN1224,"CÉTONES LIQUIDES, N.S.A."
UN1228,"MERCAPTANS EN MÉLANGE LIQUIDE, INFLAMMABLE, TOXIQUE, N.S.A.;
ou
MERCAPTANS LIQUIDES, INFLAMMABLES, TOXIQUES, N.S.A."
UN1229,OXYDE DE MÉSITYLE
UN1230,MÉTHANOL
UN1231,ACÉTATE DE MÉTHYLE
UN1233,ACÉTATE DE MÉTHYLAMYLE
UN1234,MÉTHYLAL
UN1235,MÉTHYLAMINE EN SOLUTION AQUEUSE
UN1237,BUTYRATE DE MÉTHYLE
UN1238,CHLOROFORMIATE DE MÉTHYLE
UN1239,ÉTHER MÉTHYLIQUE MONOCHLORÉ
UN1242,MÉTHYLDICHLOROSILANE
UN1243,FORMIATE DE MÉTHYLE
UN1244,MÉTHYLHYDRAZINE
UN1245,MÉTHYLISOBUTYLCÉTONE
UN1246,MÉTHYLISOPROPÉNYLCÉTONE STABILISÉE
UN1247,MÉTHACRYLATE DE MÉTHYLE MONOMÈRE STABILISÉ
UN1248,PROPIONATE DE MÉTHYLE
UN1249,MÉTHYLPROPYLCÉTONE
UN1250,MÉTHYLTRICHLOROSILANE
UN1251,MÉTHYLVINYLCÉTONE STABILISÉE
UN1259,NICKEL-TÉTRACARBONYLE
UN1261,NITROMÉTHANE
UN1262,OCTANES
UN1263,"MATIÈRES APPARENTÉES AUX PEINTURES (y compris solvants et diluants pour peintures) avec au plus 20 % (masse) de nitrocellulose, si la teneur en azote de la nitrocellulose ne dépasse pas 12,6 % (masse);
ou
PEINTURES (y compris peintures, laques, émaux, couleurs, shellacs, vernis, cirages, encaustiques, enduits d’apprêt et bases liquides pour laques) avec au plus 20 % (masse) de nitrocellulose, si la teneur en azote de la nitrocellulose ne dépasse pas 12,6 % (masse)"
UN1264,PARALDÉHYDE
UN1265,"PENTANES, liquides"
UN1266,"PRODUITS POUR PARFUMERIE contenant des solvants inflammables, et au plus 20 % (masse) de nitrocellulose, si la teneur en azote de la nitrocellulose ne dépasse pas 12,6 % (masse)"
UN1267,PÉTROLE BRUT
UN1268,"DISTILLATS DE PÉTROLE, N.S.A.;
ou
PRODUITS PÉTROLIERS, N.S.A."
UN1272,HUILE DE PIN
UN1274,"ALCOOL PROPYLIQUE NORMAL;
ou
n-PROPANOL"
UN1275,ALDÉHYDE PROPIONIQUE
UN1276,nACÉTATE DE -PROPYLE
UN1277,PROPYLAMINE
UN1278,CHLORO-1 PROPANE
UN1279,"DICHLORO-1,2 PROPANE"
UN1280,OXYDE DE PROPYLÈNE
UN1281,FORMIATES DE PROPYLE
UN1282,PYRIDINE
UN1286,HUILE DE COLOPHANE
UN1287,DISSOLUTION DE CAOUTCHOUC
UN1288,HUILE DE SCHISTE
UN1289,MÉTHYLATE DE SODIUM EN SOLUTION dans l’alcool
UN1292,SILICATE DE TÉTRAÉTHYLE
UN1293,TEINTURES MÉDICINALES
UN1294,TOLUÈNE
UN1295,TRICHLOROSILANE
UN1296,TRIÉTHYLAMINE
UN1297,TRIMÉTHYLAMINE EN SOLUTION AQUEUSE contenant au plus 50 % (masse) de triméthylamine
UN1298,TRIMÉTHYLCHLOROSILANE
UN1299,ESSENCE DE TÉRÉBENTHINE
UN1300,SUCCÉDANÉ D’ESSENCE DE TÉRÉBENTHINE
UN1301,ACÉTATE DE VINYLE STABILISÉ
UN1302,ÉTHER ÉTHYLVINYLIQUE STABILISÉ
UN1303,CHLORURE DE VINYLIDÈNE STABILISÉ
UN1304,ÉTHER ISOBUTYLVINYLIQUE STABILISÉ
UN1305,VINYLTRICHLOROSILANE
UN1306,"PRODUITS DE PRÉSERVATION DES BOIS, LIQUIDES"
UN1307,XYLÈNES
UN1308,ZIRCONIUM EN SUSPENSION DANS UN LIQUIDE INFLAMMABLE
UN1309,ALUMINIUM EN POUDRE ENROBÉ
UN1310,PICRATE D’AMMONIUM HUMIDIFIÉ avec au moins 10 % (masse) d’eau
UN1312,BORNÉOL
UN1313,RÉSINATE DE CALCIUM
UN1314,RÉSINATE DE CALCIUM FONDU
UN1318,RÉSINATE DE COBALT PRÉCIPITÉ
UN1320,DINITROPHÉNOL HUMIDIFIÉ avec au moins 15 % (masse) d’eau
UN1321,DINITROPHÉNATES HUMIDIFIÉS avec au moins 15 % (masse) d’eau
UN1322,DINITRORÉSORCINOL HUMIDIFIÉ avec au moins 15 % (masse) d’eau
UN1323,FERROCÉRIUM non stabilisé contre la corrosion ou d’une teneur en fer de moins de 10 %
UN1324,"FILMS À SUPPORT NITROCELLULOSIQUE avec couche de gélatine, à l’exclusion des déchets"
UN1325,"SOLIDE ORGANIQUE INFLAMMABLE, N.S.A."
UN1326,HAFNIUM EN POUDRE HUMIDIFIÉ avec au moins 25 % d’eau (un excès d’eau doit être apparent) :
UN1327,"BHUSA, réglementé seulement lorsqu’il est transporté par bâtiment;
FOIN, réglementé seulement lorsqu’il est transporté par bâtiment;
ou
PAILLE, réglementée seulement lorsqu’elle est transportée par bâtiment"
UN1328,HEXAMÉTHYLÈNETÉTRAMINE
UN1330,RÉSINATE DE MANGANÈSE
UN1331,ALLUMETTES NON « DE SÛRETÉ »
UN1332,MÉTALDÉHYDE
UN1333,"CÉRIUM, plaques, lingots ou barres"
UN1334,"NAPHTALÈNE BRUT;
ou
NAPHTALÈNE RAFFINÉ"
UN1336,"NITROGUANIDINE HUMIDIFIÉE avec au moins 20 % (masse) d’eau;
ou
PICRITE HUMIDIFIÉE avec au moins 20 % (masse) d’eau"
UN1337,NITROAMIDON HUMIDIFIÉ avec au moins 20 % (masse) d’eau
UN1338,PHOSPHORE AMORPHE
UN1339,HEPTASULFURE DE PHOSPHORE ne contenant pas de phosphore jaune ou blanc
UN1340,PENTASULFURE DE PHOSPHORE ne contenant pas de phosphore jaune ou blanc
UN1341,SESQUISULFURE DE PHOSPHORE ne contenant pas de phosphore jaune ou blanc
UN1343,TRISULFURE DE PHOSPHORE ne contenant pas de phosphore jaune ou blanc
UN1344,"TRINITROPHÉNOL HUMIDIFIÉ avec au moins 30 % (masse) d’eau;
ou
ACIDE PICRIQUE HUMIDIFIÉ avec au moins 30 % (masse) d’eau"
UN1345,"CHUTES DE CAOUTCHOUC, sous forme de poudre ou de grains, dont l’indice granulométrique ne dépasse pas 840 microns et avec une teneur en caoutchouc supérieure à 45 %;
ou
DÉCHETS DE CAOUTCHOUC, sous forme de poudre ou de grains, dont l’indice granulométrique ne dépasse pas 840 microns et avec une teneur en caoutchouc supérieure à 45 %"
UN1346,SILICIUM EN POUDRE AMORPHE
UN1347,PICRATE D’ARGENT HUMIDIFIÉ avec au moins 30 % (masse) d’eau
UN1348,oDINITRO--CRÉSATE DE SODIUM HUMIDIFIÉ avec au moins 15 % (masse) d’eau
UN1349,PICRAMATE DE SODIUM HUMIDIFIÉ avec au moins 20 % (masse) d’eau
UN1350,SOUFRE
UN1352,TITANE EN POUDRE HUMIDIFIÉ avec au moins 25 % d’eau (un excès d’eau doit être apparent) :
UN1353,"FIBRES IMPRÉGNÉES DE NITROCELLULOSE FAIBLEMENT NITRÉE, N.S.A.;
ou
TISSUS IMPRÉGNÉS DE NITROCELLULOSE FAIBLEMENT NITRÉE, N.S.A."
UN1354,TRINITROBENZÈNE HUMIDIFIÉ avec au moins 30 % (masse) d’eau
UN1355,ACIDE TRINITROBENZOÏQUE HUMIDIFIÉ avec au moins 30 % (masse) d’eau
UN1356,"TNT HUMIDIFIÉ avec au moins 30 % (masse) d’eau;
TOLITE HUMIDIFIÉ avec au moins 30 % (masse) d’eau;
ou
TRINITROTOLUÈNE HUMIDIFIÉ avec au moins 30 % (masse) d’eau"
UN1357,NITRATE D’URÉE HUMIDIFIÉ avec au moins 20 % (masse) d’eau
UN1358,ZIRCONIUM EN POUDRE HUMIDIFIÉ avec au moins 25 % d’eau (un excès d’eau doit être apparent) :
UN1360,PHOSPHURE DE CALCIUM
UN1361,CHARBON d’origine animale ou végétale
UN1362,CHARBON ACTIF
UN1363,COPRAH
UN1364,DÉCHETS HUILEUX DE COTON
UN1365,COTON HUMIDE
UN1369,p-NITROSODIMÉTHYLANILINE
UN1372,"FIBRES D’ORIGINE ANIMALE, brûlées, mouillées ou humides, réglementées seulement lorsqu’elles sont transportées par bâtiment;
ou
FIBRES D’ORIGINE VÉGÉTALE, brûlées, mouillées ou humides, réglementées seulement lorsqu’elles sont transportées par bâtiment"
UN1373,"FIBRES D’ORIGINE ANIMALE, VÉGÉTALE ou SYNTHÉTIQUE imprégnées d’huile, N.S.A.;
ou
TISSUS D’ORIGINE ANIMALE, VÉGÉTALE ou SYNTHÉTIQUE imprégnés d’huile, N.S.A."
UN1374,"DÉCHETS DE POISSON NON STABILISÉS;
ou
FARINE DE POISSON NON STABILISÉE"
UN1376,"OXYDE DE FER RÉSIDUAIRE provenant de la purification du gaz de ville;
ou
TOURNURE DE FER RÉSIDUAIRE provenant de la purification du gaz de ville"
UN1378,CATALYSEUR MÉTALLIQUE HUMIDIFIÉ avec un excédent visible de liquide
UN1379,"PAPIER TRAITÉ AVEC DES HUILES NON SATURÉES, incomplètement séché (comprend le papier carbone)"
UN1380,PENTABORANE
UN1381,"PHOSPHORE BLANC, EN SOLUTION;
PHOSPHORE BLANC, RECOUVERT D’EAU;
PHOSPHORE BLANC, SEC;
PHOSPHORE JAUNE, EN SOLUTION;
PHOSPHORE JAUNE, RECOUVERT D’EAU;
ou
PHOSPHORE JAUNE, SEC"
UN1382,"SULFURE DE POTASSIUM ANHYDRE;
ou
SULFURE DE POTASSIUM avec moins de 30 % d’eau de cristallisation"
UN1383,"ALLIAGE PYROPHORIQUE, N.S.A.;
ou
MÉTAL PYROPHORIQUE, N.S.A."
UN1384,"DITHIONITE DE SODIUM;
ou
HYDROSULFITE DE SODIUM"
UN1385,"SULFURE DE SODIUM ANHYDRE;
ou
SULFURE DE SODIUM avec moins de 30 % d’eau de cristallisation"
UN1386,"TOURTEAUX contenant plus de 1,5 % d’huile et ayant 11 % d’humidité au maximum"
UN1387,"DÉCHETS DE LAINE MOUILLÉES, réglementés seulement lorsqu’ils sont transportées par bâtiment seulement"
UN1389,"AMALGAME DE MÉTAUX ALCALINS LIQUIDES, y compris le lithium, le sodium, le potassium, le rubidium et le césium"
UN1390,AMIDURES DE MÉTAUX ALCALINS
UN1391,"DISPERSION DE MÉTAUX ALCALINO-TERREUX, y compris le magnésium, le calcium, le strontium et le baryum;
ou
DISPERSION DE MÉTAUX ALCALINS, y compris le lithium, le sodium, le potassium, le rubidium et le césium"
UN1392,"AMALGAME DE MÉTAUX ALCALINO-TERREUX, LIQUIDE, y compris le magnésium, le calcium, le strontium et le baryum"
UN1393,"ALLIAGE DE MÉTAUX ALCALINO-TERREUX, N.S.A."
UN1394,CARBURE D’ALUMINIUM
UN1395,ALUMINO-FERRO-SILICIUM EN POUDRE
UN1396,ALUMINIUM EN POUDRE NON ENROBÉ
UN1397,PHOSPHURE D’ALUMINIUM
UN1398,SILICO-ALUMINIUM EN POUDRE NON ENROBÉ
UN1400,BARYUM
UN1401,CALCIUM
UN1402,CARBURE DE CALCIUM
UN1403,"CYANAMIDE CALCIQUE contenant plus de 0,1 % de carbure de calcium"
UN1404,HYDRURE DE CALCIUM
UN1405,SILICIURE DE CALCIUM
UN1407,CÉSIUM
UN1408,FERROSILICIUM contenant 30 % ou plus mais moins de 90 % de silicium
UN1409,"HYDRURES MÉTALLIQUES HYDRORÉACTIFS, N.S.A."
UN1410,HYDRURE DE LITHIUM-ALUMINIUM
UN1411,HYDRURE DE LITHIUM-ALUMINIUM DANS L’ÉTHER
UN1413,BOROHYDRURE DE LITHIUM
UN1414,HYDRURE DE LITHIUM
UN1415,LITHIUM
UN1417,SILICO-LITHIUM
UN1418,"ALLIAGES DE MAGNÉSIUM EN POUDRE;
ou
MAGNÉSIUM EN POUDRE"
UN1419,PHOSPHURE DE MAGNÉSIUM-ALUMINIUM
UN1420,"ALLIAGES MÉTALLIQUES DE POTASSIUM, LIQUIDES"
UN1421,"ALLIAGE LIQUIDE DE MÉTAUX ALCALINS, N.S.A."
UN1422,ALLIAGES LIQUIDES DE POTASSIUM ET SODIUM
UN1423,RUBIDIUM
UN1426,BOROHYDRURE DE SODIUM
UN1427,HYDRURE DE SODIUM
UN1428,SODIUM
UN1431,MÉTHYLATE DE SODIUM
UN1432,PHOSPHURE DE SODIUM
UN1433,PHOSPHURES STANNIQUES
UN1435,CENDRES DE ZINC
UN1436,"ZINC EN POUDRE;
ou
ZINC EN POUSSIÈRE"
