un,name
UN1030,"1,1-DIFLUOROETHANE;
or
REFRIGERANT GAS R 152a"
UN1032,"DIMETHYLAMINE, ANHYDROUS"
UN1033,DIMETHYL ETHER
UN1035,ETHANE
UN1036,ETHYLAMINE
UN1037,ETHYL CHLORIDE
UN1038,"ETHYLENE, REFRIGERATED LIQUID"
UN1039,ETHYL METHYL ETHER
UN1040,"ETHYLENE OXIDE;
or
ETHYLENE OXIDE WITH NITROGEN up to a total pressure of 1 MPa (10 bar) at 50°C"
UN1041,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with more than 9% but not more than 87% ethylene oxide
UN1043,FERTILIZER AMMONIATING SOLUTION with free ammonia
UN1044,FIRE EXTINGUISHERS with compressed or liquefied gas
UN1045,"FLUORINE, COMPRESSED"
UN1046,"HELIUM, COMPRESSED"
UN1048,"HYDROGEN BROMIDE, ANHYDROUS"
UN1049,"HYDROGEN, COMPRESSED"
UN1050,"HYDROGEN CHLORIDE, ANHYDROUS"
UN1051,"HYDROGEN CYANIDE, STABILIZED, containing less than 3% water"
UN1052,"HYDROGEN FLUORIDE, ANHYDROUS"
UN1053,"HYDROGEN SULFIDE;
or
HYDROGEN SULPHIDE"
UN1055,ISOBUTYLENE
UN1056,"KRYPTON, COMPRESSED"
UN1057,"LIGHTER REFILLS containing flammable gas and capable of passing the tests specified in the ;
or
LIGHTERS containing flammable gas and capable of passing the tests specified in the "
UN1058,"LIQUEFIED GASES, non-flammable, charged with nitrogen, carbon dioxide or air"
UN1060,"METHYLACETYLENE AND PROPADIENE MIXTURE, STABILIZED"
UN1061,"METHYLAMINE, ANHYDROUS"
UN1062,METHYL BROMIDE with not more than 2% chloropicrin
UN1063,"METHYL CHLORIDE;
or
REFRIGERANT GAS R 40"
UN1064,METHYL MERCAPTAN
UN1065,"NEON, COMPRESSED"
UN1066,"NITROGEN, COMPRESSED"
UN1067,"DINITROGEN TETROXIDE;
or
NITROGEN DIOXIDE"
UN1069,NITROSYL CHLORIDE
UN1070,NITROUS OXIDE
UN1071,"OIL GAS, COMPRESSED"
UN1072,"OXYGEN, COMPRESSED"
UN1073,"OXYGEN, REFRIGERATED LIQUID"
UN1075,"LIQUEFIED PETROLEUM GASES;
or
PETROLEUM GASES, LIQUEFIED"
UN1076,PHOSGENE
UN1077,PROPYLENE
UN1078,"REFRIGERANT GAS, N.O.S."
UN1079,"SULFUR DIOXIDE;
or
SULPHUR DIOXIDE"
UN1080,"SULFUR HEXAFLUORIDE;
or
SULPHUR HEXAFLUORIDE"
UN1081,"TETRAFLUOROETHYLENE, STABILIZED"
UN1082,"TRIFLUOROCHLOROETHYLENE, STABILIZED;
or
REFRIGERANT GAS R 1113"
UN1083,"TRIMETHYLAMINE, ANHYDROUS"
UN1085,"VINYL BROMIDE, STABILIZED"
UN1086,"VINYL CHLORIDE, STABILIZED"
UN1087,"VINYL METHYL ETHER, STABILIZED"
UN1088,ACETAL
UN1089,ACETALDEHYDE
UN1090,ACETONE
UN1091,ACETONE OILS
UN1092,"ACROLEIN, STABILIZED"
UN1093,"ACRYLONITRILE, STABILIZED"
UN1098,ALLYL ALCOHOL
UN1099,ALLYL BROMIDE
UN1100,ALLYL CHLORIDE
UN1104,AMYL ACETATES
UN1105,PENTANOLS
UN1106,AMYLAMINE
UN1107,AMYL CHLORIDE
UN1108,"n-AMYLENE;
or
1-PENTENE"
UN1109,AMYL FORMATES
UN1110,n-AMYL METHYL KETONE
UN1111,AMYL MERCAPTAN
UN1112,AMYL NITRATES
UN1113,AMYL NITRITES
UN1114,BENZENE
UN1120,BUTANOLS
UN1123,BUTYL ACETATES
UN1125,n-BUTYLAMINE
UN1126,1-BROMOBUTANE
UN1127,CHLOROBUTANES
UN1128,n-BUTYL FORMATE
UN1129,BUTYRALDEHYDE
UN1130,CAMPHOR OIL
UN1131,"CARBON DISULFIDE;
or
CARBON DISULPHIDE"
UN1133,ADHESIVES containing flammable liquid
UN1134,CHLOROBENZENE
UN1135,ETHYLENE CHLOROHYDRIN
UN1136,"COAL TAR DISTILLATES, FLAMMABLE"
UN1139,"COATING SOLUTION (includes surface treatments or coatings used for industrial or other purposes such as vehicle undercoating, drum or barrel lining)"
UN1143,"CROTONALDEHYDE;
or
CROTONALDEHYDE, STABILIZED"
UN1144,CROTONYLENE
UN1145,CYCLOHEXANE
UN1146,CYCLOPENTANE
UN1147,DECAHYDRONAPHTHALENE
UN1148,DIACETONE ALCOHOL
UN1149,DIBUTYL ETHERS
UN1150,"1,2-DICHLOROETHYLENE"
UN1152,DICHLOROPENTANES
UN1153,ETHYLENE GLYCOL DIETHYL ETHER
UN1154,DIETHYLAMINE
UN1155,"DIETHYL ETHER;
or
ETHYL ETHER"
UN1156,DIETHYL KETONE
UN1157,DIISOBUTYL KETONE
UN1158,DIISOPROPYLAMINE
UN1159,DIISOPROPYL ETHER
UN1160,"DIMETHYLAMINE, AQUEOUS SOLUTION"
UN1161,DIMETHYL CARBONATE
UN1162,DIMETHYLDICHLOROSILANE
UN1163,"DIMETHYLHYDRAZINE, UNSYMMETRICAL"
UN1164,"DIMETHYL SULFIDE;
or
DIMETHYL SULPHIDE"
UN1165,DIOXANE
UN1166,DIOXOLANE
UN1167,"DIVINYL ETHER, STABILIZED"
UN1169,"EXTRACTS, AROMATIC, LIQUID"
UN1170,"ETHANOL with more than 24% ethanol, by volume;
ETHANOL SOLUTION with more than 24% ethanol, by volume;
ETHYL ALCOHOL with more than 24% ethanol, by volume;
or
ETHYL ALCOHOL SOLUTION with more than 24% ethanol, by volume"
UN1171,ETHYLENE GLYCOL MONOETHYL ETHER
UN1172,ETHYLENE GLYCOL MONOETHYL ETHER ACETATE
UN1173,ETHYL ACETATE
UN1175,ETHYLBENZENE
UN1176,ETHYL BORATE
UN1177,2-ETHYLBUTYL ACETATE
UN1178,2-ETHYLBUTYRALDEHYDE
UN1179,ETHYL BUTYL ETHER
UN1180,ETHYL BUTYRATE
UN1181,ETHYL CHLOROACETATE
UN1182,ETHYL CHLOROFORMATE
UN1183,ETHYLDICHLOROSILANE
UN1184,ETHYLENE DICHLORIDE
UN1185,"ETHYLENEIMINE, STABILIZED"
UN1188,ETHYLENE GLYCOL MONOMETHYL ETHER
UN1189,ETHYLENE GLYCOL MONOMETHYL ETHER ACETATE
UN1190,ETHYL FORMATE
UN1191,OCTYL ALDEHYDES
UN1192,ETHYL LACTATE
UN1193,"ETHYL METHYL KETONE;
or
METHYL ETHYL KETONE"
UN1194,ETHYL NITRITE SOLUTION
UN1195,ETHYL PROPIONATE
UN1196,ETHYLTRICHLOROSILANE
UN1197,"EXTRACTS, FLAVOURING, LIQUID"
UN1198,"FORMALDEHYDE SOLUTION, FLAMMABLE"
UN1199,FURALDEHYDES
UN1201,FUSEL OIL
UN1202,"DIESEL FUEL;
GAS OIL;
or
HEATING OIL, LIGHT"
UN1203,"GASOLINE;
MOTOR SPIRIT;
or
PETROL"
UN1204,NITROGLYCERIN SOLUTION IN ALCOHOL with not more than 1% nitroglycerin
UN1206,HEPTANES
UN1207,HEXALDEHYDE
UN1208,HEXANES
UN1210,"PRINTING INK, flammable, with not more than 20% nitrocellulose, by mass, if the nitrogen content of the nitrocellulose is not more than 12.6%, by mass;
or
PRINTING INK RELATED MATERIAL (including printing ink thinning or reducing compound) flammable, with not more than 20% nitrocellulose, by mass, if the nitrogen content of the nitrocellulose is not more than 12.6%, by mass"
UN1212,"ISOBUTANOL;
or
ISOBUTYL ALCOHOL"
UN1213,ISOBUTYL ACETATE
UN1214,ISOBUTYLAMINE
UN1216,ISOOCTENES
UN1218,"ISOPRENE, STABILIZED"
UN1219,"ISOPROPANOL;
or
ISOPROPYL ALCOHOL"
UN1220,ISOPROPYL ACETATE
UN1221,ISOPROPYLAMINE
UN1222,ISOPROPYL NITRATE
UN1223,KEROSENE
UN1224,"KETONES, LIQUID, N.O.S."
UN1228,"MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, TOXIC, N.O.S.;
or
MERCAPTANS, LIQUID, FLAMMABLE, TOXIC, N.O.S."
UN1229,MESITYL OXIDE
UN1230,METHANOL
UN1231,METHYL ACETATE
UN1233,METHYLAMYL ACETATE
UN1234,METHYLAL
UN1235,"METHYLAMINE, AQUEOUS SOLUTION"
UN1237,METHYL BUTYRATE
UN1238,METHYL CHLOROFORMATE
UN1239,METHYL CHLOROMETHYL ETHER
UN1242,METHYLDICHLOROSILANE
UN1243,METHYL FORMATE
UN1244,METHYLHYDRAZINE
UN1245,METHYL ISOBUTYL KETONE
UN1246,"METHYL ISOPROPENYL KETONE, STABILIZED"
UN1247,"METHYL METHACRYLATE MONOMER, STABILIZED"
UN1248,METHYL PROPIONATE
UN1249,METHYL PROPYL KETONE
UN1250,METHYLTRICHLOROSILANE
UN1251,"METHYL VINYL KETONE, STABILIZED"
UN1259,NICKEL CARBONYL
UN1261,NITROMETHANE
UN1262,OCTANES
UN1263,"PAINT (including paint, lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base) with not more than 20% nitrocellulose, by mass, if the nitrogen content of the nitrocellulose is not more than 12.6%, by mass;
or
PAINT RELATED MATERIAL (including paint thinning or reducing compound) with not more than 20% nitrocellulose, by mass, if the nitrogen content of the nitrocellulose is not more than 12.6%, by mass"
UN1264,PARALDEHYDE
UN1265,"PENTANES, liquid"
UN1266,"PERFUMERY PRODUCTS with flammable solvents and with not more than 20% nitrocellulose, by mass, if the nitrogen content of the nitrocellulose is not more than 12.6%, by mass"
UN1267,PETROLEUM CRUDE OIL
UN1268,"PETROLEUM DISTILLATES, N.O.S.;
or
PETROLEUM PRODUCTS, N.O.S."
UN1272,PINE OIL
UN1274,"n-PROPANOL;
or
PROPYL ALCOHOL, NORMAL"
UN1275,PROPIONALDEHYDE
UN1276,n-PROPYL ACETATE
UN1277,PROPYLAMINE
UN1278,1-CHLOROPROPANE
UN1279,"1,2-DICHLOROPROPANE"
UN1280,PROPYLENE OXIDE
UN1281,PROPYL FORMATES
UN1282,PYRIDINE
UN1286,ROSIN OIL
UN1287,RUBBER SOLUTION
UN1288,SHALE OIL
UN1289,SODIUM METHYLATE SOLUTION in alcohol
UN1292,TETRAETHYL SILICATE
UN1293,"TINCTURES, MEDICINAL"
UN1294,TOLUENE
UN1295,TRICHLOROSILANE
UN1296,TRIETHYLAMINE
UN1297,"TRIMETHYLAMINE, AQUEOUS SOLUTION, not more than 50% trimethylamine, by mass"
UN1298,TRIMETHYLCHLOROSILANE
UN1299,TURPENTINE
UN1300,TURPENTINE SUBSTITUTE
UN1301,"VINYL ACETATE, STABILIZED"
UN1302,"VINYL ETHYL ETHER, STABILIZED"
UN1303,"VINYLIDENE CHLORIDE, STABILIZED"
UN1304,"VINYL ISOBUTYL ETHER, STABILIZED"
UN1305,VINYLTRICHLOROSILANE
UN1306,"WOOD PRESERVATIVES, LIQUID"
UN1307,XYLENES
UN1308,ZIRCONIUM SUSPENDED IN A FLAMMABLE LIQUID
UN1309,"ALUMINUM POWDER, COATED"
UN1310,"AMMONIUM PICRATE, WETTED with not less than 10% water, by mass"
UN1312,BORNEOL
UN1313,CALCIUM RESINATE
UN1314,"CALCIUM RESINATE, FUSED"
UN1318,"COBALT RESINATE, PRECIPITATED"
UN1320,"DINITROPHENOL, WETTED with not less than 15% water, by mass"
UN1321,"DINITROPHENOLATES, WETTED with not less than 15% water, by mass"
UN1322,"DINITRORESORCINOL, WETTED with not less than 15% water, by mass"
UN1323,"FERROCERIUM, unstabilized against corrosion or with less than 10% iron content"
UN1324,"FILMS, NITROCELLULOSE BASE, gelatin coated, except scrap"
UN1325,"FLAMMABLE SOLID, ORGANIC, N.O.S."
UN1326,"HAFNIUM POWDER, WETTED with not less than 25% water (a visible excess of water must be present)
(a) mechanically produced, particle size less than 53 microns;
(b) chemically produced, particle size less than 840 microns"
UN1327,"BHUSA, regulated only when transported by vessel;
HAY, regulated only when transported by vessel;
or
STRAW, regulated only when transported by vessel"
UN1328,HEXAMETHYLENETETRAMINE
UN1330,MANGANESE RESINATE
UN1331,"MATCHES, “STRIKE ANYWHERE”"
UN1332,METALDEHYDE
UN1333,"CERIUM, slabs, ingots or rods"
UN1334,"NAPHTHALENE, CRUDE;
or
NAPHTHALENE, REFINED"
UN1336,"NITROGUANIDINE, WETTED with not less than 20% water, by mass;
or
PICRITE, WETTED with not less than 20% water, by mass"
UN1337,"NITROSTARCH, WETTED with not less than 20% water, by mass"
UN1338,"PHOSPHORUS, AMORPHOUS"
UN1339,"PHOSPHORUS HEPTASULFIDE, free from yellow and white phosphorus;
or
PHOSPHORUS HEPTASULPHIDE, free from yellow and white phosphorus"
UN1340,"PHOSPHORUS PENTASULFIDE, free from yellow and white phosphorus;
or
PHOSPHORUS PENTASULPHIDE, free from yellow and white phosphorus"
UN1341,"PHOSPHORUS SESQUISULFIDE, free from yellow and white phosphorus;
or
PHOSPHORUS SESQUISULPHIDE, free from yellow and white phosphorus"
UN1343,"PHOSPHORUS TRISULFIDE, free from yellow and white phosphorus;
or
PHOSPHORUS TRISULPHIDE, free from yellow and white phosphorus"
UN1344,"TRINITROPHENOL, WETTED with not less than 30% water, by mass;
or
PICRIC ACID, WETTED with not less than 30% water, by mass"
UN1345,"RUBBER SCRAP, powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%;
or
RUBBER SHODDY, powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%"
UN1346,"SILICON POWDER, AMORPHOUS"
UN1347,"SILVER PICRATE, WETTED with not less than 30% water, by mass"
UN1348,"oSODIUM DINITRO--CRESOLATE, WETTED with not less than 15% water, by mass"
UN1349,"SODIUM PICRAMATE, WETTED with not less than 20% water, by mass"
UN1350,"SULFUR;
or
SULPHUR"
UN1352,"TITANIUM POWDER, WETTED with not less than 25% water (a visible excess of water must be present)
(a) mechanically produced, particle size less than 53 microns;
(b) chemically produced, particle size less than 840 microns"
UN1353,"FABRICS IMPREGNATED WITH WEAKLY NITRATED NITROCELLULOSE, N.O.S.;
or
FIBRES IMPREGNATED WITH WEAKLY NITRATED NITROCELLULOSE, N.O.S."
UN1354,"TRINITROBENZENE, WETTED with not less than 30% water, by mass"
UN1355,"TRINITROBENZOIC ACID, WETTED with not less than 30% water, by mass"
UN1356,"TRINITROTOLUENE, WETTED with not less than 30% water, by mass;
or
TNT, WETTED with not less than 30% water, by mass"
UN1357,"UREA NITRATE, WETTED with not less than 20% water, by mass"
UN1358,"ZIRCONIUM POWDER, WETTED with not less than 25% water (a visible excess of water must be present)
(a) mechanically produced, particle size less than 53 microns;
(b) chemically produced, particle size less than 840 microns"
UN1360,CALCIUM PHOSPHIDE
UN1361,"CARBON, animal or vegetable origin"
UN1362,"CARBON, ACTIVATED"
UN1363,COPRA
UN1364,"COTTON WASTE, OILY"
UN1365,"COTTON, WET"
UN1369,p-NITROSODIMETHYLANILINE
UN1372,"FIBRES, ANIMAL, burnt, wet or damp, regulated only when transported by vessel;
or
FIBRES, VEGETABLE, burnt, wet or damp, regulated only when transported by vessel"
UN1373,"FABRICS, ANIMAL or VEGETABLE or SYNTHETIC, N.O.S. with oil;
or
FIBRES, ANIMAL or VEGETABLE or SYNTHETIC, N.O.S. with oil"
UN1374,"FISH MEAL, UNSTABILIZED;
or
FISH SCRAP, UNSTABILIZED"
UN1376,"IRON OXIDE, SPENT obtained from coal gas purification;
or
IRON SPONGE, SPENT obtained from coal gas purification"
UN1378,"METAL CATALYST, WETTED, with a visible excess of liquid"
UN1379,"PAPER, UNSATURATED OIL TREATED, incompletely dried (including carbon paper)"
UN1380,PENTABORANE
UN1381,"PHOSPHORUS, WHITE, DRY;
PHOSPHORUS, WHITE, IN SOLUTION;
PHOSPHORUS, WHITE, UNDER WATER;
PHOSPHORUS, YELLOW, DRY;
PHOSPHORUS, YELLOW, IN SOLUTION;
or
PHOSPHORUS, YELLOW, UNDER WATER"
UN1382,"POTASSIUM SULFIDE, ANHYDROUS;
POTASSIUM SULFIDE with less than 30% water of crystallization;
POTASSIUM SULPHIDE, ANHYDROUS;
or
POTASSIUM SULPHIDE with less than 30% water of crystallization"
UN1383,"PYROPHORIC ALLOY, N.O.S.;
or
PYROPHORIC METAL, N.O.S."
UN1384,"SODIUM DITHIONITE;
SODIUM HYDROSULFITE;
or
SODIUM HYDROSULPHITE"
UN1385,"SODIUM SULFIDE, ANHYDROUS;
SODIUM SULFIDE with less than 30% water of crystallization;
SODIUM SULPHIDE, ANHYDROUS;
or
SODIUM SULPHIDE with less than 30% water of crystallization"
UN1386,SEED CAKE with more than 1.5% oil and not more than 11% moisture
UN1387,"WOOL WASTE, WET, regulated only when transported by vessel"
UN1389,"ALKALI METAL AMALGAM, LIQUID, including lithium, sodium, potassium, rubidium and cesium"
UN1390,ALKALI METAL AMIDES
UN1391,"ALKALI METAL DISPERSION, including lithium, sodium, potassium, rubidium and cesium;
or
ALKALINE EARTH METAL DISPERSION, including magnesium, calcium, strontium and barium"
UN1392,"ALKALINE EARTH METAL AMALGAM, LIQUID, including magnesium, calcium, strontium and barium"
UN1393,"ALKALINE EARTH METAL ALLOY, N.O.S."
UN1394,ALUMINUM CARBIDE
UN1395,ALUMINUM FERROSILICON POWDER
UN1396,"ALUMINUM POWDER, UNCOATED"
UN1397,ALUMINUM PHOSPHIDE
UN1398,"ALUMINUM SILICON POWDER, UNCOATED"
UN1400,BARIUM
UN1401,CALCIUM
UN1402,CALCIUM CARBIDE
UN1403,CALCIUM CYANAMIDE with more than 0.1% calcium carbide
UN1404,CALCIUM HYDRIDE
UN1405,CALCIUM SILICIDE
UN1407,CAESIUM
UN1408,FERROSILICON with 30% or more but less than 90% silicon
UN1409,"METAL HYDRIDES, WATER-REACTIVE, N.O.S."
UN1410,LITHIUM ALUMINUM HYDRIDE
UN1411,"LITHIUM ALUMINUM HYDRIDE, ETHEREAL"
UN1413,LITHIUM BOROHYDRIDE
UN1414,LITHIUM HYDRIDE
UN1415,LITHIUM
UN1417,LITHIUM SILICON
UN1418,"MAGNESIUM ALLOYS, POWDER;
or
MAGNESIUM POWDER"
UN1419,MAGNESIUM ALUMINUM PHOSPHIDE
UN1420,"POTASSIUM METAL ALLOYS, LIQUID"
UN1421,"ALKALI METAL ALLOY, LIQUID, N.O.S."
UN1422,"POTASSIUM SODIUM ALLOYS, LIQUID"
UN1423,RUBIDIUM
UN1426,SODIUM BOROHYDRIDE
UN1427,SODIUM HYDRIDE
UN1428,SODIUM
UN1431,SODIUM METHYLATE
UN1432,SODIUM PHOSPHIDE
UN1433,STANNIC PHOSPHIDES
UN1435,ZINC ASHES
UN1436,"ZINC DUST;
or
ZINC POWDER"
UN1437,ZIRCONIUM HYDRIDE
UN1438,ALUMINUM NITRATE
UN1439,AMMONIUM DICHROMATE
UN1442,"AMMONIUM PERCHLORATE (for substances that are not UN0402, AMMONIUM PERCHLORATE, Class 1.1D)"
UN1444,"AMMONIUM PERSULFATE;
or
AMMONIUM PERSULPHATE"
UN1445,"BARIUM CHLORATE, SOLID"
UN1446,BARIUM NITRATE
UN1447,"BARIUM PERCHLORATE, SOLID"
UN1448,BARIUM PERMANGANATE
UN1449,BARIUM PEROXIDE
UN1450,"BROMATES, INORGANIC, N.O.S."
UN1451,CAESIUM NITRATE
UN1452,CALCIUM CHLORATE
UN1453,CALCIUM CHLORITE
UN1454,CALCIUM NITRATE
UN1455,CALCIUM PERCHLORATE
UN1456,CALCIUM PERMANGANATE
UN1457,CALCIUM PEROXIDE
UN1458,CHLORATE AND BORATE MIXTURE
UN1459,"CHLORATE AND MAGNESIUM CHLORIDE MIXTURE, SOLID"
UN1461,"CHLORATES, INORGANIC, N.O.S."
UN1462,"CHLORITES, INORGANIC, N.O.S."
UN1463,"CHROMIUM TRIOXIDE, ANHYDROUS"
UN1465,DIDYMIUM NITRATE
UN1466,FERRIC NITRATE
UN1467,GUANIDINE NITRATE
UN1469,LEAD NITRATE
UN1470,"LEAD PERCHLORATE, SOLID"
UN1471,"LITHIUM HYPOCHLORITE, DRY;
or
LITHIUM HYPOCHLORITE MIXTURE"
UN1472,LITHIUM PEROXIDE
UN1473,MAGNESIUM BROMATE
UN1474,MAGNESIUM NITRATE
UN1475,MAGNESIUM PERCHLORATE
UN1476,MAGNESIUM PEROXIDE
UN1477,"NITRATES, INORGANIC, N.O.S."
UN1479,"OXIDIZING SOLID, N.O.S."
UN1481,"PERCHLORATES, INORGANIC, N.O.S."
UN1482,"PERMANGANATES, INORGANIC, N.O.S."
UN1483,"PEROXIDES, INORGANIC, N.O.S."
UN1484,POTASSIUM BROMATE
UN1485,POTASSIUM CHLORATE
UN1486,POTASSIUM NITRATE
UN1487,POTASSIUM NITRATE AND SODIUM NITRITE MIXTURE
UN1488,POTASSIUM NITRITE
UN1489,POTASSIUM PERCHLORATE
UN1490,POTASSIUM PERMANGANATE
UN1491,POTASSIUM PEROXIDE
UN1492,"POTASSIUM PERSULFATE;
or
POTASSIUM PERSULPHATE"
UN1493,SILVER NITRATE
UN1494,SODIUM BROMATE
UN1495,SODIUM CHLORATE
UN1496,SODIUM CHLORITE with more than 7% available chlorine
UN1498,SODIUM NITRATE
UN1499,SODIUM NITRATE AND POTASSIUM NITRATE MIXTURE
UN1500,SODIUM NITRITE
UN1502,SODIUM PERCHLORATE
UN1503,SODIUM PERMANGANATE
UN1504,SODIUM PEROXIDE
UN1505,"SODIUM PERSULFATE;
or
SODIUM PERSULPHATE"
UN1506,STRONTIUM CHLORATE
UN1507,STRONTIUM NITRATE
UN1508,STRONTIUM PERCHLORATE
UN1509,STRONTIUM PEROXIDE
UN1510,TETRANITROMETHANE
UN1511,UREA HYDROGEN PEROXIDE
UN1512,ZINC AMMONIUM NITRITE
UN1513,ZINC CHLORATE
UN1514,ZINC NITRATE
UN1515,ZINC PERMANGANATE
UN1516,ZINC PEROXIDE
UN1517,"ZIRCONIUM PICRAMATE, WETTED with not less than 20% water, by mass"
UN1541,"ACETONE CYANOHYDRIN, STABILIZED"
UN1544,"ALKALOID SALTS, SOLID, N.O.S.;
or
ALKALOIDS, SOLID, N.O.S."
UN1545,"ALLYL ISOTHIOCYANATE, STABILIZED"
UN1546,AMMONIUM ARSENATE
UN1547,ANILINE
UN1548,ANILINE HYDROCHLORIDE
UN1549,"ANTIMONY COMPOUND, INORGANIC, SOLID, N.O.S., except antimony oxides and sulphides containing not more than 0.5% arsenic, by mass"
UN1550,ANTIMONY LACTATE
UN1551,ANTIMONY POTASSIUM TARTRATE
UN1553,"ARSENIC ACID, LIQUID"
UN1554,"ARSENIC ACID, SOLID"
UN1555,ARSENIC BROMIDE
UN1556,"ARSENIC COMPOUND, LIQUID, N.O.S., inorganic, including: Arsenates, n.o.s.; Arsenites, n.o.s.; and Arsenic sulphides, n.o.s."
UN1557,"ARSENIC COMPOUND, SOLID, N.O.S., inorganic, including: Arsenates, n.o.s.; Arsenites, n.o.s.; and Arsenic sulphides, n.o.s."
UN1558,ARSENIC
UN1559,ARSENIC PENTOXIDE
UN1560,ARSENIC TRICHLORIDE
UN1561,ARSENIC TRIOXIDE
UN1562,ARSENICAL DUST
UN1564,"BARIUM COMPOUND, N.O.S., other than barium sulphate"
UN1565,BARIUM CYANIDE
UN1566,"BERYLLIUM COMPOUND, N.O.S."
UN1567,BERYLLIUM POWDER
UN1569,BROMOACETONE
UN1570,BRUCINE
UN1571,"BARIUM AZIDE, WETTED with not less than 50% water, by mass"
UN1572,CACODYLIC ACID
UN1573,CALCIUM ARSENATE
UN1574,"CALCIUM ARSENATE AND CALCIUM ARSENITE MIXTURE, SOLID"
UN1575,CALCIUM CYANIDE
UN1577,"CHLORODINITROBENZENES, LIQUID"
UN1578,"CHLORONITROBENZENES, SOLID"
UN1579,"o4-CHLORO--TOLUIDINE HYDROCHLORIDE, SOLID"
UN1580,CHLOROPICRIN
UN1581,CHLOROPICRIN AND METHYL BROMIDE MIXTURE with more than 2% chloropicrin
UN1582,CHLOROPICRIN AND METHYL CHLORIDE MIXTURE
UN1583,"CHLOROPICRIN MIXTURE, N.O.S."
UN1585,COPPER ACETOARSENITE
UN1586,COPPER ARSENITE
UN1587,COPPER CYANIDE
UN1588,"CYANIDES, INORGANIC, SOLID, N.O.S., except ferricyanides and ferrocyanides"
UN1589,"CYANOGEN CHLORIDE, STABILIZED"
UN1590,"DICHLOROANILINES, LIQUID"
UN1591,o-DICHLOROBENZENE
UN1593,DICHLOROMETHANE
UN1594,"DIETHYL SULFATE;
or
DIETHYL SULPHATE"
UN1595,"DIMETHYL SULFATE;
or
DIMETHYL SULPHATE"
UN1596,DINITROANILINES
UN1597,"DINITROBENZENES, LIQUID"
UN1598,oDINITRO--CRESOL
UN1599,DINITROPHENOL SOLUTION
UN1600,"DINITROTOLUENES, MOLTEN"
UN1601,"DISINFECTANT, SOLID, TOXIC, N.O.S."
UN1602,"DYE INTERMEDIATE, LIQUID, TOXIC, N.O.S.;
or
DYE, LIQUID, TOXIC, N.O.S."
UN1603,ETHYL BROMOACETATE
UN1604,ETHYLENEDIAMINE
UN1605,ETHYLENE DIBROMIDE
UN1606,FERRIC ARSENATE
UN1607,FERRIC ARSENITE
UN1608,FERROUS ARSENATE
UN1611,HEXAETHYL TETRAPHOSPHATE
UN1612,HEXAETHYL TETRAPHOSPHATE AND COMPRESSED GAS MIXTURE
UN1613,"HYDROCYANIC ACID, AQUEOUS SOLUTION with not more than 20% hydrogen cyanide;
or
HYDROGEN CYANIDE, AQUEOUS SOLUTION with not more than 20% hydrogen cyanide"
UN1614,"HYDROGEN CYANIDE, STABILIZED, containing less than 3% water and absorbed in a porous inert material"
UN1616,LEAD ACETATE
UN1617,LEAD ARSENATES
UN1618,LEAD ARSENITES
UN1620,LEAD CYANIDE
UN1621,LONDON PURPLE
UN1622,MAGNESIUM ARSENATE
UN1623,MERCURIC ARSENATE
UN1624,MERCURIC CHLORIDE
UN1625,MERCURIC NITRATE
UN1626,MERCURIC POTASSIUM CYANIDE
UN1627,MERCUROUS NITRATE
UN1629,MERCURY ACETATE
UN1630,MERCURY AMMONIUM CHLORIDE
UN1631,MERCURY BENZOATE
UN1634,MERCURY BROMIDES
UN1636,MERCURY CYANIDE
UN1637,MERCURY GLUCONATE
UN1638,MERCURY IODIDE
UN1639,MERCURY NUCLEATE
UN1640,MERCURY OLEATE
UN1641,MERCURY OXIDE
UN1642,"MERCURY OXYCYANIDE, DESENSITIZED"
UN1643,MERCURY POTASSIUM IODIDE
UN1644,MERCURY SALICYLATE
UN1645,"MERCURY SULFATE;
or
MERCURY SULPHATE"
UN1646,MERCURY THIOCYANATE
UN1647,"METHYL BROMIDE AND ETHYLENE DIBROMIDE MIXTURE, LIQUID"
UN1648,ACETONITRILE
UN1649,MOTOR FUEL ANTI-KNOCK MIXTURE
UN1650,"beta-NAPHTHYLAMINE, SOLID"
UN1651,NAPHTHYLTHIOUREA
UN1652,NAPHTHYLUREA
UN1653,NICKEL CYANIDE
UN1654,NICOTINE
UN1655,"NICOTINE COMPOUND, SOLID, N.O.S.;
or
NICOTINE PREPARATION, SOLID, N.O.S."
UN1656,"NICOTINE HYDROCHLORIDE, LIQUID;
or
NICOTINE HYDROCHLORIDE SOLUTION"
UN1657,NICOTINE SALICYLATE
UN1658,"NICOTINE SULFATE, SOLUTION;
or
NICOTINE SULPHATE, SOLUTION"
UN1659,NICOTINE TARTRATE
UN1660,"NITRIC OXIDE, COMPRESSED"
UN1661,"o-, m-, p-NITROANILINES ()"
UN1662,NITROBENZENE
UN1663,"o-, m-, p-NITROPHENOLS ()"
UN1664,"NITROTOLUENES, LIQUID"
UN1665,"NITROXYLENES, LIQUID"
UN1669,PENTACHLOROETHANE
UN1670,PERCHLOROMETHYL MERCAPTAN
UN1671,"PHENOL, SOLID"
